	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	W10500-1	W10500-2	W10400-1	W10400-2	W10400-4	W10500-3	W10500-4	W10400-5	W10400-6	W9600-1	W9600-2	W4000-1	W4000-2	W4000-3	W4000-4	W9600-3	W4000-5	W9600-6	3KL	3KS	5KL	5KS	7KL	7KS	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757139	SRR5757140	SRR5757145	SRR5757146	SRR5757147	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757157	SRR5757158	SRR5757159	SRR5757160	SRR5757161	SRR11095128	SRR11095139	SRR11095150	SRR11095161	SRR11095162
SRR5757145	0.846155927	0.879315749	0.955297299	0.865020439	0.883115467	0.887916784	0.93213593	0.859883324	0.897328692	0.86683271	0.857244254	0.886926026	0.865131914	0.861309065	0.837346123	0.843647076	0.830287541	0.847253729	0.851008564	0.909407586	0.927608972	0.916571636	0.872029493	0.888839646	0.885935296	0.874806107	0.847385298	0.871466424	0.855927677	0.871440524	0.861726283	0.906184429	0.898002779	0.914892049	0.898084476	0.918451133	0.931590012	0.924452399	0.930213855	0.921678743	0.951843539	0.933432437	0.970815864	0.938189228	0.852027681	0.913507395	0.889822646	0.909519806	0.839123464	0.818577054	0.816650486	0.832367301	0.823986736	0.835964311	0.849989627	0.822470387	0.846819777	0.826909235	0.82453837	0.880290841	0.818650197	0.872885303	0.857462165	0.859880583	0.845604416	0.861586186	0.863765643	0.863472662	0.855759456	0.853763027	0.839261598	0.818428993	0.855843468	0.855705204	0.863895408	0.8361671	0.79786302	0.842641263	0.814501753	0.847110828	0.844602266	0.831087002	0.863164534	0.838055011	0.831719386	0.855204987	0.862145793	0.828460355	0.848379274	0.831508427	0.853802086	0.842856808	0.840752134	0.831733116	0.854931417	0.844485541	0.862068729	0.751765051	0.79996231	0.75095694	0	0.769378235	0.785563345	0.775749982	0.624534553	0.687207086	0.801816656	0.790664491	0.744863313	0.736636124	0.802486951	0.773569328	0.770765072	0.925173774	0.933691346	0.923443691	0.934370809	0.929634509
SRR5757146	0.847491209	0.871368909	0.945532057	0.867073171	0.882298917	0.849780852	0.916513528	0.851255808	0.877554075	0.846991091	0.854019424	0.914003654	0.894034635	0.88536079	0.850014578	0.844120523	0.829006009	0.842602291	0.845546278	0.895512022	0.920397932	0.911285002	0.889275018	0.888815963	0.890340576	0.889585077	0.865354669	0.89114396	0.874112099	0.889660844	0.877600387	0.909496454	0.893170248	0.908290368	0.897966549	0.911361994	0.924836453	0.919663907	0.921314857	0.916211299	0.949180133	0.926647952	0.964397837	0.933745429	0.865974247	0.910982275	0.886966387	0.913377061	0.840409071	0.860906615	0.864057055	0.858726544	0.839088676	0.849285811	0.84638193	0.847107015	0.852015265	0.862808329	0.850748739	0.885271915	0.851383724	0.838902052	0.849009611	0.829955267	0.82958777	0.831836304	0.837940599	0.84222526	0.834528779	0.843404981	0.831318084	0.825577733	0.817570603	0.862911919	0.871165391	0.802403049	0.81337021	0.795311794	0.819832991	0.795374101	0.760514362	0.7657236	0.765218558	0.768983456	0.761895189	0.870716211	0.882648614	0.84255819	0.863761708	0.857063716	0.852983112	0.860287708	0.839208701	0.8377001	0.843343811	0.85288488	0.871210459	0.580003264	0.670570286	0.573752952	0.769378235	0	0.650130482	0.575287213	0.778289594	0.770107536	0.64623147	0.622646556	0.63614324	0.762955507	0.625608283	0.634572646	0.622444345	0.906112924	0.938636489	0.8961935	0.914291422	0.90504164
SRR5757147	0.852954281	0.903691851	0.966550515	0.895892705	0.917502781	0.905030808	0.943420193	0.879787862	0.924717939	0.886830648	0.890794257	0.91576479	0.909672474	0.898540672	0.883265261	0.869507225	0.864013217	0.873581501	0.889024183	0.92165009	0.94341174	0.9353649	0.909995974	0.910844011	0.916196347	0.906332644	0.887409283	0.907700951	0.905076135	0.915008985	0.908565045	0.930664408	0.921967756	0.937992387	0.918250186	0.937200071	0.942953341	0.944017358	0.943101832	0.942805852	0.963896836	0.949088303	0.978438805	0.955535223	0.884533849	0.936254283	0.918641196	0.936114764	0.867039705	0.845199078	0.85620325	0.853174321	0.852130438	0.873518369	0.880069087	0.843355491	0.878022506	0.861142602	0.849173398	0.897142823	0.846830424	0.871870227	0.894046321	0.872615522	0.870402714	0.876637345	0.871694218	0.875485432	0.877418605	0.871535445	0.853295726	0.844063907	0.846751342	0.873772073	0.885156512	0.818911081	0.827735895	0.808838602	0.842982353	0.847311292	0.826429626	0.824750648	0.839986336	0.826176343	0.821569665	0.890015034	0.893744976	0.871024169	0.873467968	0.875298557	0.88625385	0.878230266	0.884015797	0.853605414	0.872931783	0.868528976	0.899465176	0.683965365	0.590289194	0.630837498	0.785563345	0.650130482	0	0.615297904	0.773448933	0.786277957	0.702657059	0.713113556	0.629371146	0.78408817	0.703895319	0.676103888	0.655150457	0.903327788	0.917329776	0.907645004	0.918476583	0.897332135
SRR5757148	0.860189041	0.901447186	0.962578826	0.893862714	0.906996499	0.903192096	0.942809911	0.879215242	0.915470878	0.879386858	0.884116244	0.924482455	0.914012045	0.899356697	0.876804732	0.867209239	0.864064726	0.871021815	0.886188422	0.923819346	0.94492056	0.938271073	0.903082591	0.912479729	0.913573775	0.899436834	0.879899727	0.898920147	0.902846371	0.913911139	0.904056977	0.925816187	0.917280364	0.931787676	0.915652525	0.931012631	0.944542545	0.938642908	0.945505502	0.936322501	0.962177472	0.945210852	0.975859514	0.951062843	0.885583008	0.937089574	0.917302589	0.936201066	0.867102989	0.855602385	0.872702029	0.85721482	0.851535348	0.868934809	0.883937715	0.844730739	0.873233206	0.866828197	0.840702787	0.894002268	0.85263714	0.861216621	0.88032137	0.857225702	0.849247108	0.855905893	0.86512309	0.869976273	0.864936199	0.856407921	0.844671267	0.838931548	0.830889181	0.87386274	0.883690574	0.80495423	0.824651867	0.80253952	0.838884846	0.815788177	0.78859256	0.78943358	0.805829456	0.797043347	0.785868752	0.896207975	0.892575476	0.860469527	0.865407451	0.86359493	0.877830594	0.865867976	0.869558204	0.848969357	0.860130766	0.864195008	0.889674858	0.617591005	0.615116808	0.599520372	0.775749982	0.575287213	0.615297904	0	0.778720219	0.77266846	0.674511395	0.689270852	0.64598752	0.759445209	0.668527695	0.680400361	0.62167813	0.898542225	0.924948047	0.901817652	0.913065283	0.90022036
SRR5757149	0.861006965	0.907470087	0.968945391	0.906048188	0.914440807	0.902190681	0.944278366	0.871885061	0.925249291	0.886485372	0.889331688	0.927375843	0.917011722	0.90538232	0.885959484	0.857477427	0.847994371	0.86017392	0.881610089	0.923683379	0.94124051	0.934627494	0.869809587	0.88661751	0.887000295	0.874734465	0.853151023	0.875275196	0.879571297	0.896060624	0.887920341	0.93121669	0.916900608	0.937362107	0.918588633	0.938826686	0.94280054	0.944524324	0.941827574	0.942557226	0.965235345	0.952314038	0.979400378	0.955883804	0.86687243	0.925384748	0.902353092	0.919210431	0.863799388	0.839995336	0.85371014	0.855257358	0.853203565	0.870110575	0.871138982	0.851103739	0.879297909	0.857873484	0.837813481	0.904585768	0.847330208	0.865601419	0.868094628	0.864755536	0.857057355	0.860211434	0.869719255	0.864272336	0.866676816	0.861929335	0.833531797	0.835168707	0.831360226	0.862317793	0.874932742	0.826230563	0.813138134	0.834428923	0.829952434	0.845960795	0.842333947	0.833145574	0.857416002	0.829787341	0.821637963	0.864700656	0.874034271	0.864213801	0.868279788	0.87238679	0.895376679	0.877278065	0.868837586	0.856086844	0.878001937	0.874258851	0.898281308	0.770122077	0.794377951	0.752542692	0.624534553	0.778289594	0.773448933	0.778720219	0	0.626000887	0.786419155	0.79958562	0.745073201	0.664529662	0.795078944	0.793386165	0.760437662	0.910029084	0.919539246	0.905843659	0.914556776	0.904671843
SRR5757154	0.86818591	0.914679458	0.968439508	0.91167751	0.919447836	0.910353271	0.947962859	0.891506309	0.927243203	0.897173212	0.906271982	0.936081384	0.930669432	0.915210058	0.90218928	0.867410103	0.870497986	0.881247329	0.888428336	0.934031475	0.946314834	0.940845819	0.883862255	0.894358945	0.901662402	0.887061023	0.85914399	0.879871199	0.885084975	0.898070191	0.890637016	0.933650686	0.923815385	0.941634295	0.919025711	0.943606475	0.956272419	0.949198973	0.949924998	0.947261373	0.971630502	0.951969963	0.979117015	0.955537218	0.871719026	0.939202944	0.914376697	0.931347047	0.882813533	0.865696147	0.900264372	0.881134158	0.886615421	0.893069013	0.903592757	0.889787275	0.903255046	0.890295191	0.862077638	0.909096447	0.875583562	0.860616637	0.870119473	0.851510385	0.848542388	0.864558468	0.861051233	0.859904211	0.864288504	0.846446711	0.819215164	0.817143971	0.840601954	0.863757767	0.870535474	0.821285331	0.801228263	0.833801122	0.818630485	0.822017865	0.814218516	0.807414287	0.834080372	0.805274837	0.792796594	0.889565129	0.890830587	0.87417962	0.869868707	0.887468003	0.904441692	0.879518738	0.886125883	0.85825203	0.884209873	0.883339783	0.912728471	0.747275947	0.784875822	0.735449629	0.687207086	0.770107536	0.786277957	0.77266846	0.626000887	0	0.732041775	0.76069611	0.702309544	0.507825953	0.750473187	0.777580962	0.720003195	0.908540611	0.930871601	0.907521995	0.925431787	0.912881898
SRR5757155	0.861631743	0.911586297	0.966324962	0.898926231	0.909254455	0.903174392	0.948371656	0.887987218	0.925084301	0.886694721	0.893359744	0.936789885	0.928864827	0.916055323	0.895679664	0.871894522	0.868330841	0.878973414	0.886789209	0.927909334	0.947907431	0.941591972	0.903510983	0.910366869	0.911572072	0.906335922	0.877538174	0.897169855	0.901923614	0.908375833	0.906741506	0.936714904	0.930587837	0.942803416	0.928033089	0.943781009	0.956355747	0.951159265	0.950836104	0.949164196	0.969649958	0.949493218	0.978293544	0.951005946	0.887005656	0.945422105	0.92145845	0.943738067	0.871100995	0.861101948	0.887412697	0.876175911	0.872858832	0.882594957	0.895844121	0.863897161	0.89298585	0.87764317	0.857364794	0.903557921	0.871761648	0.866301751	0.88398541	0.857229396	0.856947135	0.864617732	0.869498143	0.873862083	0.862002086	0.858743704	0.848808921	0.838054796	0.839331192	0.880256899	0.891478593	0.805360428	0.817187779	0.806357244	0.835700222	0.820853459	0.794405595	0.799996089	0.826233353	0.803505382	0.800065546	0.897557585	0.904660888	0.868557537	0.869728397	0.887289518	0.898178167	0.879906516	0.871672252	0.848385722	0.875204669	0.87235718	0.908928294	0.679361997	0.685498196	0.638362213	0.801816656	0.64623147	0.702657059	0.674511395	0.786419155	0.732041775	0	0.686931971	0.619896647	0.724108373	0.521093505	0.693867223	0.592018017	0.89010739	0.925528078	0.903463989	0.917590829	0.90023872
SRR5757156	0.816869129	0.830401413	0.922801283	0.828918904	0.84606237	0.809244245	0.888681092	0.820198789	0.824637803	0.791505476	0.81228116	0.881147687	0.850919713	0.840389367	0.813454505	0.829762625	0.808113206	0.815555824	0.812851181	0.875045092	0.890000057	0.880292991	0.896622173	0.88111358	0.882241727	0.888244036	0.84832003	0.885375513	0.870524848	0.877412789	0.872804587	0.885354488	0.865065597	0.882333121	0.867946328	0.88196742	0.905126651	0.892044014	0.891282986	0.884739719	0.933388205	0.895047565	0.948921737	0.909567644	0.864893642	0.903044814	0.880328966	0.905970371	0.803144525	0.857832361	0.841410243	0.854561575	0.813663709	0.814666711	0.848072486	0.846926522	0.833869153	0.849708863	0.848203589	0.8659751	0.832409617	0.836775375	0.856934129	0.826247192	0.816383111	0.84200946	0.847934709	0.849396406	0.838753167	0.84410926	0.826486297	0.838063258	0.815383637	0.864165182	0.879303967	0.819915998	0.817114541	0.789123514	0.816173553	0.800177082	0.784286772	0.777041777	0.78484636	0.78553975	0.767583145	0.854919073	0.870908859	0.804272502	0.850130466	0.839303461	0.819983361	0.841584907	0.814654198	0.827914429	0.830480703	0.836694097	0.837566121	0.66827968	0.74288398	0.698977868	0.790664491	0.622646556	0.713113556	0.689270852	0.79958562	0.76069611	0.686931971	0	0.568808414	0.755370001	0.682904496	0.489129957	0.640300687	0.92769921	0.950530105	0.910433601	0.919827942	0.913448661
SRR5757157	0.826906173	0.876440894	0.95459856	0.864894042	0.884412266	0.862960961	0.923661455	0.842850782	0.893605086	0.843792607	0.864184736	0.908488929	0.896751823	0.875728589	0.855212433	0.822573621	0.815692426	0.819933829	0.840162138	0.889418446	0.9241443	0.915259137	0.874653473	0.876721434	0.886297927	0.876487817	0.842765954	0.871132994	0.865411474	0.883642984	0.870282205	0.914144526	0.904528509	0.919045518	0.901974948	0.920562459	0.923656647	0.926087727	0.922259398	0.923289997	0.956051593	0.932262201	0.969959198	0.937566127	0.846801461	0.911420887	0.879473514	0.905692901	0.819865876	0.829639628	0.846308272	0.831659422	0.821984078	0.84264532	0.840768774	0.831677321	0.836306281	0.845222137	0.816186618	0.88364758	0.82423461	0.808514341	0.832062732	0.806011633	0.807830497	0.8256695	0.810382791	0.810451356	0.828563493	0.812673516	0.788800944	0.795488402	0.791154237	0.836946598	0.847621121	0.751560863	0.772042791	0.779060547	0.782021949	0.744292131	0.706439886	0.718243751	0.757086067	0.726344386	0.727516452	0.850517001	0.868345044	0.830822371	0.842890766	0.848504635	0.858631335	0.844105563	0.837365418	0.815378482	0.844489817	0.85055029	0.864175109	0.592287179	0.645816456	0.633363511	0.744863313	0.63614324	0.629371146	0.64598752	0.745073201	0.702309544	0.619896647	0.568808414	0	0.687022929	0.596151561	0.537751606	0.488019847	0.88575112	0.921977628	0.884808594	0.901588008	0.877601092
SRR5757158	0.875130259	0.915872591	0.969547164	0.917582957	0.927265484	0.904618718	0.947236798	0.875064866	0.928054951	0.894678392	0.908351057	0.936395475	0.933069166	0.914587689	0.9011569	0.870811803	0.869949151	0.879076069	0.887260462	0.924019988	0.943579221	0.939586481	0.880334896	0.900112566	0.898570538	0.89288319	0.867796368	0.883493697	0.891899532	0.905385296	0.894805749	0.935101849	0.924980877	0.944138484	0.921067871	0.945380655	0.950196129	0.953095231	0.948040896	0.951265281	0.97078163	0.957074687	0.980088911	0.963342114	0.870344491	0.934573526	0.91327532	0.931668239	0.883709763	0.864732505	0.897624541	0.885728101	0.886679615	0.896803434	0.901198755	0.886041526	0.900527103	0.895653034	0.863854021	0.915863438	0.881212271	0.864167274	0.878818977	0.861678216	0.856955618	0.862768553	0.861320028	0.860414149	0.868515074	0.857620227	0.834021465	0.836560057	0.839530031	0.863203121	0.87147569	0.826132002	0.819567044	0.839849825	0.834869888	0.834468899	0.823734957	0.815576895	0.844810156	0.81809102	0.804649708	0.881763785	0.886053983	0.880727965	0.874252659	0.89346465	0.906684631	0.876648614	0.887348361	0.862664347	0.883875909	0.882172164	0.919375481	0.753469635	0.779798828	0.734546707	0.736636124	0.762955507	0.78408817	0.759445209	0.664529662	0.507825953	0.724108373	0.755370001	0.687022929	0	0.723805186	0.75913882	0.704213774	0.902545192	0.926360105	0.906296211	0.9199514	0.907588217
SRR5757159	0.877948086	0.921551812	0.968904039	0.912912277	0.92518628	0.911496078	0.951742041	0.893928563	0.926583165	0.895990834	0.905463658	0.940553483	0.931568929	0.918694582	0.898761551	0.883930525	0.874663611	0.886961054	0.890870406	0.932821279	0.950808913	0.946286349	0.910222572	0.921511989	0.922973559	0.912723497	0.89104581	0.908832079	0.911010589	0.918064747	0.915320288	0.938325406	0.934815603	0.946008717	0.933581817	0.947332854	0.957584253	0.952647451	0.953245386	0.950833281	0.97068803	0.950564472	0.979424376	0.95886398	0.893668964	0.948056694	0.927948476	0.948556523	0.877907167	0.868033589	0.893247857	0.880386262	0.876100029	0.889579288	0.902327695	0.863710045	0.897236891	0.881226086	0.867428117	0.909027759	0.881534081	0.877718303	0.897645065	0.867766388	0.864792111	0.878353281	0.876836985	0.881094192	0.872726084	0.869800275	0.858730331	0.862432651	0.855549083	0.891334459	0.896098651	0.822975929	0.840153863	0.830124344	0.857807916	0.833518915	0.805639233	0.812632433	0.836572119	0.803134146	0.805631553	0.906802834	0.909515461	0.877148711	0.885770635	0.895648265	0.902936116	0.878463467	0.879961215	0.861320785	0.884692335	0.873770771	0.914411259	0.665430865	0.671534083	0.623648551	0.802486951	0.625608283	0.703895319	0.668527695	0.795078944	0.750473187	0.521093505	0.682904496	0.596151561	0.723805186	0	0.68570752	0.590976068	0.886555513	0.924343619	0.908113482	0.922316357	0.902647557
SRR5757160	0.801611696	0.838716021	0.933097416	0.834320643	0.847427797	0.819288498	0.891289551	0.802189272	0.85225065	0.807329555	0.830380049	0.884172813	0.871242851	0.846337699	0.825736382	0.826466282	0.809370998	0.820135665	0.819930511	0.862085319	0.901532499	0.884509291	0.890962025	0.882812271	0.877865811	0.886567759	0.851234599	0.883398845	0.869188048	0.878605025	0.868129803	0.871485442	0.871987219	0.892728631	0.860726901	0.894107658	0.896856801	0.903706388	0.88626729	0.899532634	0.941926166	0.898322868	0.956276992	0.908706808	0.843240721	0.88714502	0.856037603	0.890821307	0.785701119	0.839416785	0.815669895	0.816641671	0.798908134	0.818409159	0.809386279	0.826200024	0.817958547	0.837428736	0.823764908	0.862420343	0.798434263	0.817748664	0.822277757	0.810385973	0.818170807	0.812169521	0.810319778	0.811966919	0.810043159	0.820403903	0.81215724	0.807812595	0.813433892	0.847789981	0.862541289	0.790851623	0.793733145	0.763335389	0.795331068	0.784658455	0.755916335	0.761266785	0.760650232	0.774499199	0.767853809	0.852171749	0.861234317	0.808763705	0.842397896	0.829405144	0.826123451	0.828022957	0.805606443	0.815416769	0.813655306	0.833256146	0.848313296	0.695465043	0.72760409	0.702861296	0.773569328	0.634572646	0.676103888	0.680400361	0.793386165	0.777580962	0.693867223	0.489129957	0.537751606	0.75913882	0.68570752	0	0.646170519	0.915936254	0.94170444	0.900130013	0.912636563	0.902097908
SRR5757161	0.83625898	0.900925229	0.962449025	0.875032396	0.898847158	0.884687988	0.940510191	0.864834237	0.914001098	0.8728604	0.872997903	0.927209534	0.911075667	0.902574094	0.87741997	0.838826653	0.83417095	0.845205135	0.860110937	0.911676995	0.938020153	0.929235936	0.880766366	0.893062474	0.892055995	0.882800084	0.858655209	0.878492963	0.882066925	0.889919841	0.8840463	0.934112212	0.911281217	0.934680022	0.919898102	0.935648176	0.947247857	0.93898779	0.946338372	0.93913557	0.96526283	0.943179809	0.975450112	0.94419233	0.865763001	0.932761302	0.906275821	0.928420355	0.842461989	0.847429062	0.863169772	0.851556541	0.850006439	0.863749855	0.870110713	0.830139218	0.869923133	0.856299424	0.836011764	0.892117681	0.851303407	0.841763437	0.85357339	0.828722594	0.820829795	0.845430839	0.835253554	0.848437792	0.84637451	0.825540801	0.824484369	0.815301637	0.8163116	0.852551774	0.85483992	0.76920308	0.792864624	0.78504975	0.807994983	0.776818806	0.751175016	0.742218282	0.784520128	0.749255899	0.75298069	0.870761422	0.878505054	0.85991828	0.859069319	0.872282097	0.873330935	0.861093812	0.854206114	0.838082702	0.864687352	0.865264705	0.892700463	0.577513632	0.640309488	0.590525947	0.770765072	0.622444345	0.655150457	0.62167813	0.760437662	0.720003195	0.592018017	0.640300687	0.488019847	0.704213774	0.590976068	0.646170519	0	0.888625712	0.918179101	0.898054135	0.910996127	0.883334265
SRR11095128	0.911100135	0.952237754	0.989558404	0.934691045	0.956373004	0.952067878	0.965834223	0.935368351	0.972281208	0.951566912	0.955045563	0.957357758	0.956756033	0.950013623	0.937367318	0.906850014	0.927773709	0.931506604	0.932116974	0.955999105	0.968083889	0.964486209	0.910612765	0.921509747	0.915203455	0.919345846	0.930572448	0.916578428	0.921262536	0.940852892	0.926537704	0.965593425	0.963924376	0.976502386	0.959586125	0.976713697	0.969619552	0.976687623	0.970455127	0.976632765	0.976991138	0.979933291	0.9894665	0.975930118	0.916883304	0.954806218	0.942941755	0.949857567	0.90987344	0.883500336	0.927196535	0.923381724	0.920937221	0.923450828	0.906119863	0.904041165	0.919457875	0.890451026	0.900663256	0.942595306	0.929268829	0.878462955	0.912295117	0.876261188	0.897002767	0.8847443	0.898031128	0.878959369	0.895981722	0.894594226	0.86200274	0.893053106	0.851669785	0.91818256	0.907006252	0.853041459	0.884122926	0.855390491	0.905397638	0.890661005	0.883614927	0.887417398	0.897754632	0.878456746	0.88579874	0.912631948	0.911223954	0.920623194	0.92424414	0.911931426	0.924022181	0.906090796	0.924654992	0.907862417	0.905693172	0.918696042	0.937813518	0.904161764	0.88689935	0.89853842	0.925173774	0.906112924	0.903327788	0.898542225	0.910029084	0.908540611	0.89010739	0.92769921	0.88575112	0.902545192	0.886555513	0.915936254	0.888625712	0	0.781860512	0.723130635	0.72137543	0.673813491
SRR11095139	0.932137188	0.964479355	0.988536915	0.947667488	0.965780463	0.964606612	0.977532159	0.951479789	0.974257621	0.959418627	0.960629266	0.963576967	0.960955861	0.956864852	0.949359261	0.932215902	0.941017351	0.943162129	0.95002359	0.967303341	0.977797709	0.974503473	0.938905822	0.948062175	0.94189005	0.940477869	0.946396524	0.943492419	0.94794088	0.958834127	0.950325988	0.971955867	0.967493371	0.979024521	0.967827339	0.976051647	0.977183324	0.979714631	0.97881091	0.978787336	0.985775694	0.980877715	0.991789264	0.982962008	0.942897588	0.969780848	0.962946955	0.967336966	0.93380469	0.905937559	0.933081296	0.929934538	0.934667961	0.938893189	0.936786838	0.912824956	0.940454579	0.917239512	0.919446824	0.953296593	0.935034904	0.932108978	0.949407775	0.937440476	0.940669928	0.942214309	0.944791683	0.935319094	0.945894484	0.942213918	0.92546652	0.936095236	0.915952479	0.952614708	0.946758424	0.908248058	0.929546569	0.908534147	0.944187249	0.941791932	0.933528411	0.937372353	0.94338362	0.939853923	0.938498133	0.938409367	0.939104111	0.943678787	0.940257835	0.93762415	0.946975022	0.936735305	0.945725357	0.935821301	0.934908464	0.93115449	0.951762227	0.928065683	0.920304757	0.920263353	0.933691346	0.938636489	0.917329776	0.924948047	0.919539246	0.930871601	0.925528078	0.950530105	0.921977628	0.926360105	0.924343619	0.94170444	0.918179101	0.781860512	0	0.832237156	0.816569625	0.807242596
SRR11095150	0.875873099	0.929743828	0.984139083	0.915631026	0.936593986	0.923703658	0.935297557	0.9085883	0.947943275	0.912037886	0.929183744	0.950234969	0.938788881	0.929845979	0.920679147	0.877461604	0.907307694	0.895853952	0.903292962	0.926796874	0.937815311	0.933477045	0.873371851	0.886642529	0.877078772	0.885464706	0.904068783	0.882406525	0.896950126	0.912109344	0.89389594	0.944611251	0.939713369	0.961941045	0.93563659	0.962453572	0.950533635	0.961461518	0.946994579	0.961324411	0.974036256	0.958302345	0.983924707	0.96794399	0.892340416	0.91973841	0.906667357	0.917664311	0.874370786	0.886722628	0.922979616	0.918540516	0.913835372	0.912964871	0.882439871	0.89386604	0.89694826	0.897127327	0.887012117	0.927954257	0.918663561	0.847877481	0.867875752	0.854711466	0.868949778	0.864753454	0.868309929	0.849819374	0.878239052	0.875440714	0.851833351	0.876409736	0.839213241	0.901864153	0.888445732	0.857543386	0.874470315	0.854998483	0.888612399	0.871367228	0.858694311	0.870767313	0.876495045	0.871317476	0.87765742	0.898363757	0.898236282	0.892676884	0.90036525	0.896510326	0.913279681	0.88106691	0.899472576	0.885482187	0.875913408	0.890934818	0.914257176	0.901831805	0.913138067	0.899541353	0.923443691	0.8961935	0.907645004	0.901817652	0.905843659	0.907521995	0.903463989	0.910433601	0.884808594	0.906296211	0.908113482	0.900130013	0.898054135	0.723130635	0.832237156	0	0.603157525	0.626100105
SRR11095161	0.894673555	0.933871983	0.984383159	0.916969841	0.941761665	0.92922899	0.940837074	0.930858464	0.951520216	0.920814246	0.93652745	0.949235702	0.940876069	0.930457231	0.921366914	0.891630401	0.912841995	0.904055195	0.910500141	0.931370118	0.940950506	0.939244992	0.891525684	0.892265158	0.891652707	0.903101182	0.909982403	0.896592663	0.911733316	0.917076862	0.900683266	0.950415804	0.951284047	0.966247259	0.94610782	0.966660533	0.955728255	0.965852356	0.950412504	0.965742175	0.977358644	0.958841492	0.984192267	0.970640607	0.910056554	0.931635497	0.91659014	0.93185999	0.891265404	0.888338067	0.934447614	0.927351363	0.923891813	0.927540392	0.908325827	0.901936985	0.911850495	0.90635678	0.903956876	0.930422045	0.92407828	0.862651504	0.887528133	0.872876151	0.883972484	0.880216073	0.891075667	0.870283211	0.889677113	0.895158977	0.863180655	0.886351755	0.849666123	0.914194706	0.90241111	0.856659465	0.883345129	0.857881795	0.900417002	0.877393716	0.88056321	0.880382647	0.88877612	0.882461869	0.891412783	0.91056654	0.909668711	0.900845394	0.90608429	0.898742609	0.927790868	0.89570715	0.907687856	0.893781508	0.893167153	0.903191734	0.919438231	0.913701083	0.919007257	0.913446841	0.934370809	0.914291422	0.918476583	0.913065283	0.914556776	0.925431787	0.917590829	0.919827942	0.901588008	0.9199514	0.922316357	0.912636563	0.910996127	0.72137543	0.816569625	0.603157525	0	0.624404641
SRR11095162	0.895146228	0.948560832	0.987147685	0.92928544	0.954097442	0.943685156	0.958084826	0.932873202	0.966229399	0.935791465	0.949300764	0.959380244	0.960484587	0.950474969	0.944580164	0.890801408	0.91615055	0.915341565	0.914196229	0.949827216	0.959770004	0.955696334	0.889927741	0.90491106	0.902449085	0.901052581	0.914475373	0.895875156	0.909359624	0.925444415	0.910117846	0.964291261	0.966579475	0.978296921	0.96064003	0.978533115	0.969716659	0.978535792	0.967083021	0.978474436	0.978975201	0.978928381	0.987008162	0.974006551	0.905348219	0.943488562	0.929039561	0.941392212	0.892656848	0.889006398	0.931971845	0.92477733	0.924072194	0.921861078	0.906862503	0.896357162	0.910918113	0.896070171	0.902658621	0.938339092	0.922837907	0.85827335	0.887679953	0.859455923	0.875779995	0.871817134	0.893617099	0.861616174	0.879759362	0.888582594	0.854648884	0.888124845	0.842788206	0.903453876	0.89040864	0.841569848	0.870811642	0.845087157	0.892317753	0.874888803	0.867226977	0.875638058	0.8854826	0.875030275	0.878922075	0.909710672	0.910607719	0.915435801	0.91911735	0.914674574	0.926225593	0.904636667	0.927040325	0.901530074	0.904492336	0.908550639	0.936669988	0.899503542	0.899781264	0.896905957	0.929634509	0.90504164	0.897332135	0.90022036	0.904671843	0.912881898	0.90023872	0.913448661	0.877601092	0.907588217	0.902647557	0.902097908	0.883334265	0.673813491	0.807242596	0.626100105	0.624404641	0
